Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,team,match_url
Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,,
Pablo Martínez,10.0,es ESP,CM,27-182,90,0,0,0,0,0,0,1,0,2,0,0,0,2,2,0,,,9800b6a1_summary,https://fbref.com/en/matches/28628853/Levante-Barcelona-August-23-2025-La-Liga
Brugui,7.0,es ESP,RM,28-292,74,0,0,0,0,3,2,0,0,0,1,1,0,0,0,0,,,9800b6a1_summary,https://fbref.com/en/matches/28628853/Levante-Barcelona-August-23-2025-La-Liga
Carlos Espí,19.0,es ESP,FW,20-030,16,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,,9800b6a1_summary,https://fbref.com/en/matches/28628853/Levante-Barcelona-August-23-2025-La-Liga
Manu Sánchez,23.0,es ESP,LB,24-364,74,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,,,9800b6a1_summary,https://fbref.com/en/matches/28628853/Levante-Barcelona-August-23-2025-La-Liga
Diego Pampín,6.0,es ESP,DF,25-161,16,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,,,9800b6a1_summary,https://fbref.com/en/matches/28628853/Levante-Barcelona-August-23-2025-La-Liga
Jorge Cabello,14.0,es ESP,CB,21-120,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,9800b6a1_summary,https://fbref.com/en/matches/28628853/Levante-Barcelona-August-23-2025-La-Liga
Unai Elgezabal,5.0,es ESP,CB,32-120,90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,,9800b6a1_summary,https://fbref.com/en/matches/28628853/Levante-Barcelona-August-23-2025-La-Liga
Adrián de la Fuente,4.0,es ESP,CB,26-178,90,0,0,0,0,1,0,0,0,1,0,0,1,2,2,0,,,9800b6a1_summary,https://fbref.com/en/matches/28628853/Levante-Barcelona-August-23-2025-La-Liga
Jeremy Toljan,22.0,de GER,RB,31-015,85,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,,,9800b6a1_summary,https://fbref.com/en/matches/28628853/Levante-Barcelona-August-23-2025-La-Liga
Víctor García,17.0,es ESP,MF,27-341,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,9800b6a1_summary,https://fbref.com/en/matches/28628853/Levante-Barcelona-August-23-2025-La-Liga
Pablo Cuñat,1.0,es ESP,GK,23-117,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,9800b6a1_summary,https://fbref.com/en/matches/28628853/Levante-Barcelona-August-23-2025-La-Liga
16 Players,,,,,990,2,1,1,1,8,5,3,0,10,6,6,5,12,8,1,,,9800b6a1_summary,https://fbref.com/en/matches/28628853/Levante-Barcelona-August-23-2025-La-Liga
Ferrán Torres,7.0,es ESP,FW,25-175,90,1,0,0,0,5,3,0,0,0,1,0,1,0,0,0,,,206d90db_summary,https://fbref.com/en/matches/28628853/Levante-Barcelona-August-23-2025-La-Liga
Marcus Rashford,14.0,eng ENG,AM,27-296,45,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,,,206d90db_summary,https://fbref.com/en/matches/28628853/Levante-Barcelona-August-23-2025-La-Liga
Dani Olmo,20.0,es ESP,"FW,MF",27-108,45,0,0,0,0,2,1,0,0,0,1,0,2,0,1,0,,,206d90db_summary,https://fbref.com/en/matches/28628853/Levante-Barcelona-August-23-2025-La-Liga
Raphinha,11.0,br BRA,AM,28-252,90,0,1,0,0,4,0,0,0,1,0,0,8,0,1,0,,,206d90db_summary,https://fbref.com/en/matches/28628853/Levante-Barcelona-August-23-2025-La-Liga
Lamine Yamal,10.0,es ESP,AM,18-041,90,0,1,0,0,8,2,0,0,0,2,0,5,0,0,0,,,206d90db_summary,https://fbref.com/en/matches/28628853/Levante-Barcelona-August-23-2025-La-Liga
Pedri,8.0,es ESP,DM,22-271,90,1,0,0,0,2,2,0,0,0,1,0,1,1,1,0,,,206d90db_summary,https://fbref.com/en/matches/28628853/Levante-Barcelona-August-23-2025-La-Liga
Marc Casado,17.0,es ESP,DM,21-343,45,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,,,206d90db_summary,https://fbref.com/en/matches/28628853/Levante-Barcelona-August-23-2025-La-Liga
Gavi,6.0,es ESP,"FW,MF",21-018,45,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,,,206d90db_summary,https://fbref.com/en/matches/28628853/Levante-Barcelona-August-23-2025-La-Liga
Alejandro Balde,3.0,es ESP,LB,21-309,75,0,0,0,0,1,0,1,0,1,1,0,3,0,0,0,,,206d90db_summary,https://fbref.com/en/matches/28628853/Levante-Barcelona-August-23-2025-La-Liga
Robert Lewandowski,9.0,pl POL,FW,37-002,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,206d90db_summary,https://fbref.com/en/matches/28628853/Levante-Barcelona-August-23-2025-La-Liga
Pau Cubarsí,5.0,es ESP,CB,18-213,90,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,,,206d90db_summary,https://fbref.com/en/matches/28628853/Levante-Barcelona-August-23-2025-La-Liga
Ronald Araújo,4.0,uy URU,CB,26-169,75,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,,,206d90db_summary,https://fbref.com/en/matches/28628853/Levante-Barcelona-August-23-2025-La-Liga
Andreas Christensen,15.0,dk DEN,"DF,MF",29-135,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,206d90db_summary,https://fbref.com/en/matches/28628853/Levante-Barcelona-August-23-2025-La-Liga
Eric García,24.0,es ESP,RB,24-226,84,0,0,0,0,1,1,0,0,1,1,0,4,0,2,0,,,206d90db_summary,https://fbref.com/en/matches/28628853/Levante-Barcelona-August-23-2025-La-Liga
Jules Koundé,23.0,fr FRA,DF,26-284,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,,206d90db_summary,https://fbref.com/en/matches/28628853/Levante-Barcelona-August-23-2025-La-Liga
Joan García,13.0,es ESP,GK,24-111,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,206d90db_summary,https://fbref.com/en/matches/28628853/Levante-Barcelona-August-23-2025-La-Liga
16 Players,,,,,990,2,2,0,0,26,10,1,0,8,10,0,30,4,6,0,,,206d90db_summary,https://fbref.com/en/matches/28628853/Levante-Barcelona-August-23-2025-La-Liga
Ante Budimir,17.0,hr CRO,FW,34-033,90,1,0,0,0,3,2,0,0,1,4,2,0,0,0,0,,,03c57e2b_summary,https://fbref.com/en/matches/e18c5fb3/Osasuna-Valencia-August-24-2025-La-Liga
Aimar Oroz,10.0,es ESP,AM,23-270,77,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,,,03c57e2b_summary,https://fbref.com/en/matches/e18c5fb3/Osasuna-Valencia-August-24-2025-La-Liga
Raúl,9.0,es ESP,FW,24-294,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,03c57e2b_summary,https://fbref.com/en/matches/e18c5fb3/Osasuna-Valencia-August-24-2025-La-Liga
Víctor Muñoz,21.0,es ESP,AM,22-042,61,0,0,0,0,2,0,0,0,0,4,0,4,0,0,0,,,03c57e2b_summary,https://fbref.com/en/matches/e18c5fb3/Osasuna-Valencia-August-24-2025-La-Liga
Rubén García,14.0,es ESP,"FW,MF",32-041,29,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,,,03c57e2b_summary,https://fbref.com/en/matches/e18c5fb3/Osasuna-Valencia-August-24-2025-La-Liga
Jon Moncayola,7.0,es ESP,DM,27-103,90,0,0,0,0,3,1,0,0,2,0,0,4,0,1,0,,,03c57e2b_summary,https://fbref.com/en/matches/e18c5fb3/Osasuna-Valencia-August-24-2025-La-Liga
Moi Gómez,16.0,es ESP,DM,31-062,83,0,0,0,0,1,1,0,0,0,3,0,5,1,0,0,,,03c57e2b_summary,https://fbref.com/en/matches/e18c5fb3/Osasuna-Valencia-August-24-2025-La-Liga
Asier Osambela,29.0,es ESP,MF,21-197,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,03c57e2b_summary,https://fbref.com/en/matches/e18c5fb3/Osasuna-Valencia-August-24-2025-La-Liga
Lucas Torró,6.0,es ESP,DM,31-036,77,0,0,0,0,1,0,1,0,3,1,0,0,1,0,0,,,03c57e2b_summary,https://fbref.com/en/matches/e18c5fb3/Osasuna-Valencia-August-24-2025-La-Liga
Jorge Herrando,5.0,es ESP,DF,24-177,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,03c57e2b_summary,https://fbref.com/en/matches/e18c5fb3/Osasuna-Valencia-August-24-2025-La-Liga
Valentin Rosier,19.0,fr FRA,DM,29-005,90,0,1,0,0,1,0,1,0,3,0,0,5,3,2,0,,,03c57e2b_summary,https://fbref.com/en/matches/e18c5fb3/Osasuna-Valencia-August-24-2025-La-Liga
Juan Cruz Armada,3.0,es ESP,CB,33-027,90,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,,03c57e2b_summary,https://fbref.com/en/matches/e18c5fb3/Osasuna-Valencia-August-24-2025-La-Liga
Catena,24.0,es ESP,CB,30-300,90,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,,,03c57e2b_summary,https://fbref.com/en/matches/e18c5fb3/Osasuna-Valencia-August-24-2025-La-Liga
Enzo Boyomo,22.0,cm CMR,CB,23-321,90,0,0,0,0,0,0,0,0,4,0,0,1,2,0,0,,,03c57e2b_summary,https://fbref.com/en/matches/e18c5fb3/Osasuna-Valencia-August-24-2025-La-Liga
Sergio Herrera,1.0,es ESP,GK,32-080,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,03c57e2b_summary,https://fbref.com/en/matches/e18c5fb3/Osasuna-Valencia-August-24-2025-La-Liga
15 Players,,,,,990,1,1,0,0,16,4,2,0,14,13,2,21,10,8,0,,,03c57e2b_summary,https://fbref.com/en/matches/e18c5fb3/Osasuna-Valencia-August-24-2025-La-Liga
Dani Raba,19.0,es ESP,FW,29-299,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,dcc91a7b_summary,https://fbref.com/en/matches/e18c5fb3/Osasuna-Valencia-August-24-2025-La-Liga
Jesus Vazquez,21.0,es ESP,DF,22-234,65,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,,,dcc91a7b_summary,https://fbref.com/en/matches/e18c5fb3/Osasuna-Valencia-August-24-2025-La-Liga
Arnaut Danjuma,7.0,nl NED,FW,28-205,90,0,0,0,0,3,1,0,0,2,3,1,0,0,0,0,,,dcc91a7b_summary,https://fbref.com/en/matches/e18c5fb3/Osasuna-Valencia-August-24-2025-La-Liga
Diego López,16.0,es ESP,LM,23-103,90,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,,,dcc91a7b_summary,https://fbref.com/en/matches/e18c5fb3/Osasuna-Valencia-August-24-2025-La-Liga
José Luis García Vayá,18.0,es ESP,CM,27-013,77,0,0,0,0,0,0,0,0,1,1,0,5,0,2,0,,,dcc91a7b_summary,https://fbref.com/en/matches/e18c5fb3/Osasuna-Valencia-August-24-2025-La-Liga
Baptiste Santamaria,22.0,fr FRA,MF,30-168,13,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,,dcc91a7b_summary,https://fbref.com/en/matches/e18c5fb3/Osasuna-Valencia-August-24-2025-La-Liga
Javier Guerra,8.0,es ESP,CM,22-235,66,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,,,dcc91a7b_summary,https://fbref.com/en/matches/e18c5fb3/Osasuna-Valencia-August-24-2025-La-Liga
Filip Ugrinic,23.0,ch SUI,"FW,MF",26-231,24,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,,dcc91a7b_summary,https://fbref.com/en/matches/e18c5fb3/Osasuna-Valencia-August-24-2025-La-Liga
Luis Rioja,11.0,es ESP,RM,31-312,66,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,,,dcc91a7b_summary,https://fbref.com/en/matches/e18c5fb3/Osasuna-Valencia-August-24-2025-La-Liga
Mouctar Diakhaby,4.0,gn GUI,DF,28-248,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,dcc91a7b_summary,https://fbref.com/en/matches/e18c5fb3/Osasuna-Valencia-August-24-2025-La-Liga
José Luis Gayà,14.0,es ESP,LB,30-091,21,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,dcc91a7b_summary,https://fbref.com/en/matches/e18c5fb3/Osasuna-Valencia-August-24-2025-La-Liga
Copete,3.0,es ESP,CB,25-318,77,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,,,dcc91a7b_summary,https://fbref.com/en/matches/e18c5fb3/Osasuna-Valencia-August-24-2025-La-Liga
Hugo Duro,9.0,es ESP,FW,25-287,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,dcc91a7b_summary,https://fbref.com/en/matches/e18c5fb3/Osasuna-Valencia-August-24-2025-La-Liga
César Tárrega,5.0,es ESP,CB,23-179,90,0,0,0,0,0,0,1,0,3,1,0,0,2,1,0,,,dcc91a7b_summary,https://fbref.com/en/matches/e18c5fb3/Osasuna-Valencia-August-24-2025-La-Liga
Dimitri Foulquier,20.0,fr FRA,RB,32-154,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,dcc91a7b_summary,https://fbref.com/en/matches/e18c5fb3/Osasuna-Valencia-August-24-2025-La-Liga
Julen Agirrezabala,25.0,es ESP,GK,24-241,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,dcc91a7b_summary,https://fbref.com/en/matches/e18c5fb3/Osasuna-Valencia-August-24-2025-La-Liga
16 Players,,,,,921,0,0,0,0,4,1,1,1,13,12,1,12,6,6,0,,,dcc91a7b_summary,https://fbref.com/en/matches/e18c5fb3/Osasuna-Valencia-August-24-2025-La-Liga
Mikel Oyarzabal,10.0,es ESP,FW,28-125,71,0,1,0,0,1,0,0,0,1,0,1,2,0,0,0,,,e31d1cd9_summary,https://fbref.com/en/matches/1fc3309b/Real-Sociedad-Espanyol-August-24-2025-La-Liga
Brais Méndez,23.0,es ESP,"FW,MF",28-229,19,0,0,0,0,2,1,0,0,1,1,0,3,0,0,0,,,e31d1cd9_summary,https://fbref.com/en/matches/1fc3309b/Real-Sociedad-Espanyol-August-24-2025-La-Liga
Ander Barrenetxea,7.0,es ESP,LW,23-240,79,1,0,0,0,4,2,0,0,0,2,0,4,0,0,0,,,e31d1cd9_summary,https://fbref.com/en/matches/1fc3309b/Real-Sociedad-Espanyol-August-24-2025-La-Liga
Gonçalo Guedes,11.0,pt POR,"FW,MF",28-268,11,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,,e31d1cd9_summary,https://fbref.com/en/matches/1fc3309b/Real-Sociedad-Espanyol-August-24-2025-La-Liga
Pablo Marín,28.0,es ESP,AM,22-052,90,0,0,0,0,0,0,0,0,2,3,0,1,1,0,0,,,e31d1cd9_summary,https://fbref.com/en/matches/1fc3309b/Real-Sociedad-Espanyol-August-24-2025-La-Liga
Luka Sučić,24.0,hr CRO,AM,22-350,55,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,e31d1cd9_summary,https://fbref.com/en/matches/1fc3309b/Real-Sociedad-Espanyol-August-24-2025-La-Liga
Orri Steinn Óskarsson,9.0,is ISL,FW,20-360,35,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,,,e31d1cd9_summary,https://fbref.com/en/matches/1fc3309b/Real-Sociedad-Espanyol-August-24-2025-La-Liga
Takefusa Kubo,14.0,jp JPN,RW,24-081,90,0,0,0,0,2,1,0,0,1,5,0,3,0,0,0,,,e31d1cd9_summary,https://fbref.com/en/matches/1fc3309b/Real-Sociedad-Espanyol-August-24-2025-La-Liga
Beñat Turrientes,8.0,es ESP,DM,23-205,55,0,0,0,0,1,0,0,0,2,1,0,2,0,1,0,,,e31d1cd9_summary,https://fbref.com/en/matches/1fc3309b/Real-Sociedad-Espanyol-August-24-2025-La-Liga
Jon Gorrotxategi,4.0,es ESP,MF,23-203,35,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,,,e31d1cd9_summary,https://fbref.com/en/matches/1fc3309b/Real-Sociedad-Espanyol-August-24-2025-La-Liga
Sergio Gómez,17.0,es ESP,LB,24-354,70,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,,,e31d1cd9_summary,https://fbref.com/en/matches/1fc3309b/Real-Sociedad-Espanyol-August-24-2025-La-Liga
Aihen Muñoz,3.0,es ESP,DF,28-008,20,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,,,e31d1cd9_summary,https://fbref.com/en/matches/1fc3309b/Real-Sociedad-Espanyol-August-24-2025-La-Liga
Igor Zubeldia,5.0,es ESP,CB,28-147,90,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,,,e31d1cd9_summary,https://fbref.com/en/matches/1fc3309b/Real-Sociedad-Espanyol-August-24-2025-La-Liga
Jon Martin,31.0,es ESP,CB,19-123,90,0,0,0,0,1,0,1,0,3,0,0,0,0,2,0,,,e31d1cd9_summary,https://fbref.com/en/matches/1fc3309b/Real-Sociedad-Espanyol-August-24-2025-La-Liga
Jon Aramburu,2.0,ve VEN,RB,23-032,90,0,0,0,0,2,2,0,0,1,1,0,2,3,1,0,,,e31d1cd9_summary,https://fbref.com/en/matches/1fc3309b/Real-Sociedad-Espanyol-August-24-2025-La-Liga
Álex Remiro,1.0,es ESP,GK,30-153,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,e31d1cd9_summary,https://fbref.com/en/matches/1fc3309b/Real-Sociedad-Espanyol-August-24-2025-La-Liga
16 Players,,,,,990,2,1,0,0,15,7,2,0,16,17,1,23,8,6,0,,,e31d1cd9_summary,https://fbref.com/en/matches/1fc3309b/Real-Sociedad-Espanyol-August-24-2025-La-Liga
Roberto Férnandez,9.0,es ESP,FW,23-052,69,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,,,a8661628_summary,https://fbref.com/en/matches/1fc3309b/Real-Sociedad-Espanyol-August-24-2025-La-Liga
Kiké,19.0,es ESP,FW,35-272,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,a8661628_summary,https://fbref.com/en/matches/1fc3309b/Real-Sociedad-Espanyol-August-24-2025-La-Liga
Javi Puado,7.0,es ESP,AM,27-091,90,1,0,1,1,3,2,0,0,3,3,0,1,1,1,0,,,a8661628_summary,https://fbref.com/en/matches/1fc3309b/Real-Sociedad-Espanyol-August-24-2025-La-Liga
Pere Milla,11.0,es ESP,AM,32-335,69,1,0,0,0,3,1,0,0,0,4,1,0,2,0,0,,,a8661628_summary,https://fbref.com/en/matches/1fc3309b/Real-Sociedad-Espanyol-August-24-2025-La-Liga
Ramón Terrats,14.0,es ESP,MF,24-310,21,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,a8661628_summary,https://fbref.com/en/matches/1fc3309b/Real-Sociedad-Espanyol-August-24-2025-La-Liga
Tyrhys Dolan,24.0,eng ENG,AM,23-239,85,0,0,0,0,3,0,0,0,1,0,0,3,0,0,0,,,a8661628_summary,https://fbref.com/en/matches/1fc3309b/Real-Sociedad-Espanyol-August-24-2025-La-Liga
Antoniu,20.0,es ESP,MF,22-353,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,a8661628_summary,https://fbref.com/en/matches/1fc3309b/Real-Sociedad-Espanyol-August-24-2025-La-Liga
Edu Expósito,8.0,es ESP,DM,29-023,80,0,0,0,0,3,0,1,0,1,2,0,3,2,0,0,,,a8661628_summary,https://fbref.com/en/matches/1fc3309b/Real-Sociedad-Espanyol-August-24-2025-La-Liga
José Salinas,12.0,es ESP,"DF,MF",24-328,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,a8661628_summary,https://fbref.com/en/matches/1fc3309b/Real-Sociedad-Espanyol-August-24-2025-La-Liga
Pol Lozano,10.0,es ESP,DM,25-322,69,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,,,a8661628_summary,https://fbref.com/en/matches/1fc3309b/Real-Sociedad-Espanyol-August-24-2025-La-Liga
Fernando Calero,5.0,es ESP,DF,29-344,21,0,0,0,0,1,0,1,0,1,2,0,0,1,1,0,,,a8661628_summary,https://fbref.com/en/matches/1fc3309b/Real-Sociedad-Espanyol-August-24-2025-La-Liga
Carlos Romero,22.0,es ESP,LB,23-299,90,0,0,0,0,0,0,0,0,4,0,0,1,1,1,0,,,a8661628_summary,https://fbref.com/en/matches/1fc3309b/Real-Sociedad-Espanyol-August-24-2025-La-Liga
Leandro Cabrera,6.0,uy URU,CB,34-068,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,a8661628_summary,https://fbref.com/en/matches/1fc3309b/Real-Sociedad-Espanyol-August-24-2025-La-Liga
Miguel Ángel Rubio,15.0,es ESP,CB,27-166,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,a8661628_summary,https://fbref.com/en/matches/1fc3309b/Real-Sociedad-Espanyol-August-24-2025-La-Liga
Omar El Hilali,23.0,ma MAR,RB,21-346,90,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,,,a8661628_summary,https://fbref.com/en/matches/1fc3309b/Real-Sociedad-Espanyol-August-24-2025-La-Liga
Marko Dmitrović,13.0,rs SRB,GK,33-212,90,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,,,a8661628_summary,https://fbref.com/en/matches/1fc3309b/Real-Sociedad-Espanyol-August-24-2025-La-Liga
16 Players,,,,,990,2,1,1,1,14,3,2,0,18,15,1,8,13,6,0,,,a8661628_summary,https://fbref.com/en/matches/1fc3309b/Real-Sociedad-Espanyol-August-24-2025-La-Liga
Karl Etta Eyong,29.0,cm CMR,FW,21-314,90,0,1,0,0,4,2,0,0,0,1,1,0,0,0,0,,,2a8183b3_summary,https://fbref.com/en/matches/8a4d023a/Villarreal-Girona-August-24-2025-La-Liga
Nicolas Pépé,19.0,ci CIV,FW,30-087,62,1,0,0,0,3,1,0,0,0,2,0,0,1,0,0,,,2a8183b3_summary,https://fbref.com/en/matches/8a4d023a/Villarreal-Girona-August-24-2025-La-Liga
Ilias Akhomach,11.0,ma MAR,MF,21-130,28,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,,,2a8183b3_summary,https://fbref.com/en/matches/8a4d023a/Villarreal-Girona-August-24-2025-La-Liga
Yeremi Pino,21.0,es ESP,LM,22-308,69,0,1,0,0,0,0,0,0,1,0,0,5,1,1,0,,,2a8183b3_summary,https://fbref.com/en/matches/8a4d023a/Villarreal-Girona-August-24-2025-La-Liga
Alberto Moleiro,20.0,es ESP,MF,21-328,21,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,,2a8183b3_summary,https://fbref.com/en/matches/8a4d023a/Villarreal-Girona-August-24-2025-La-Liga
Pape Gueye,18.0,sn SEN,CM,26-212,65,0,0,0,0,2,0,0,0,3,2,0,0,0,2,0,,,2a8183b3_summary,https://fbref.com/en/matches/8a4d023a/Villarreal-Girona-August-24-2025-La-Liga
Daniel Parejo,10.0,es ESP,MF,36-130,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2a8183b3_summary,https://fbref.com/en/matches/8a4d023a/Villarreal-Girona-August-24-2025-La-Liga
Santi Comesaña,14.0,es ESP,CM,28-323,45,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,,2a8183b3_summary,https://fbref.com/en/matches/8a4d023a/Villarreal-Girona-August-24-2025-La-Liga
Thomas Partey,16.0,gh GHA,"DF,MF",32-072,45,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,2a8183b3_summary,https://fbref.com/en/matches/8a4d023a/Villarreal-Girona-August-24-2025-La-Liga
Tajon Buchanan,17.0,ca CAN,RM,26-197,90,3,0,0,0,4,3,0,0,0,2,2,0,0,1,0,,,2a8183b3_summary,https://fbref.com/en/matches/8a4d023a/Villarreal-Girona-August-24-2025-La-Liga
Sergi Cardona,23.0,es ESP,LB,26-047,90,0,1,0,0,0,0,0,0,1,0,0,6,0,1,0,,,2a8183b3_summary,https://fbref.com/en/matches/8a4d023a/Villarreal-Girona-August-24-2025-La-Liga
Rafa Marín,4.0,es ESP,CB,23-097,90,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,2a8183b3_summary,https://fbref.com/en/matches/8a4d023a/Villarreal-Girona-August-24-2025-La-Liga
Juan Foyth,8.0,ar ARG,CB,27-224,45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,2a8183b3_summary,https://fbref.com/en/matches/8a4d023a/Villarreal-Girona-August-24-2025-La-Liga
Renato Veiga,12.0,pt POR,"DF,MF",22-026,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2a8183b3_summary,https://fbref.com/en/matches/8a4d023a/Villarreal-Girona-August-24-2025-La-Liga
Santiago Mouriño,15.0,uy URU,RB,23-192,90,0,1,0,0,1,0,1,0,3,0,0,0,5,0,0,,,2a8183b3_summary,https://fbref.com/en/matches/8a4d023a/Villarreal-Girona-August-24-2025-La-Liga
Luiz Lúcio Reis Júnior,1.0,br BRA,GK,24-222,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2a8183b3_summary,https://fbref.com/en/matches/8a4d023a/Villarreal-Girona-August-24-2025-La-Liga
16 Players,,,,,990,5,4,0,0,19,7,1,0,8,9,3,14,8,6,0,,,2a8183b3_summary,https://fbref.com/en/matches/8a4d023a/Villarreal-Girona-August-24-2025-La-Liga
Dawda Camara,14.0,mr MTN,FW,22-293,45,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,,9024a00a_summary,https://fbref.com/en/matches/8a4d023a/Villarreal-Girona-August-24-2025-La-Liga
Thomas Lemar,11.0,fr FRA,MF,29-285,45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,9024a00a_summary,https://fbref.com/en/matches/8a4d023a/Villarreal-Girona-August-24-2025-La-Liga
Portu,8.0,es ESP,AM,33-095,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,9024a00a_summary,https://fbref.com/en/matches/8a4d023a/Villarreal-Girona-August-24-2025-La-Liga
Álex Moreno,24.0,es ESP,"DF,MF",32-077,45,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,9024a00a_summary,https://fbref.com/en/matches/8a4d023a/Villarreal-Girona-August-24-2025-La-Liga
Joel Roca,33.0,es ESP,DM,20-078,90,0,0,0,0,2,0,0,0,1,3,0,0,1,0,0,,,9024a00a_summary,https://fbref.com/en/matches/8a4d023a/Villarreal-Girona-August-24-2025-La-Liga
Jhon Solis,22.0,co COL,DM,20-325,70,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,,,9024a00a_summary,https://fbref.com/en/matches/8a4d023a/Villarreal-Girona-August-24-2025-La-Liga
Iván Martín,23.0,es ESP,MF,26-191,20,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,,,9024a00a_summary,https://fbref.com/en/matches/8a4d023a/Villarreal-Girona-August-24-2025-La-Liga
Yangel Herrera,21.0,ve VEN,DM,27-222,41,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,9024a00a_summary,https://fbref.com/en/matches/8a4d023a/Villarreal-Girona-August-24-2025-La-Liga
David López,5.0,es ESP,"DF,MF",35-319,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,9024a00a_summary,https://fbref.com/en/matches/8a4d023a/Villarreal-Girona-August-24-2025-La-Liga
